nodes,runtime,samples_per_sec
4,15374.35764,65.0433679
8,7679.342883,130.2194752
16,3853.424382,259.5094391
32,1928.482749,518.5423622
64,969.245836,1031.729993
128,488.1962955,2048.356387
256,244.3282213,4092.855073
512,125.0942225,7993.974305
1024,62.17123982,16084.60766
1520,43.64544636,22911.89765
2048,34.85533161,28690.01538
3240,22.56276397,44320.81111
3360,21.62053086,46252.33333
