system,version,queue,variant,jobid,nodes,taskspernode,threadspertask,runtime,success
juwelsbooster,2024.01,booster,strong.small,10423681,64,4,32,282.9,true
juwelsbooster,2024.01,booster,strong.small,10423680,96,4,32,225.1,true
juwelsbooster,2024.01,booster,strong.small,10423679,128,4,32,161.9,true
