system,version,queue,variant,jobid,nodes,taskspernode,threadspertask,runtime,success
juwelsbooster,2024.01,booster,strong.medium,10422469,192,4,32,314.8,TRUE
juwelsbooster,2024.01,booster,strong.medium,10422474,288,4,32,234,TRUE
juwelsbooster,2024.01,booster,strong.medium,10425335,384,4,32,185.5,TRUE
juwelsbooster,2024.01,largebooster,strong.medium,10473784,576,4,32,188.1,TRUE
